99.6323852539	1253.89941406	-0.433069825172
99.7882232666	1254.18615723	-0.442407041788
99.9476013184	1254.47729492	-0.441400706768
100.113586426	1254.78125	-0.440714597702
100.285507202	1255.09570312	-0.440560132265
100.435089111	1255.3692627	-0.440169751644
100.580657959	1255.63598633	-0.440328508615
100.730300903	1255.90966797	-0.440207540989
100.912231445	1256.24243164	-0.440226614475
101.082260132	1256.55322266	-0.441012322903
101.245788574	1256.85192871	-0.441476672888
101.391975403	1257.11877441	-0.441970646381
101.549507141	1257.40600586	-0.442696511745
101.694274902	1257.67028809	-0.443306624889
101.846618652	1257.94799805	-0.443920820951
102.038131714	1258.29711914	-0.444867014885
102.222923279	1258.63391113	-0.445816665888
102.4112854	1258.97790527	-0.446705758572
102.623664856	1259.36584473	-0.447667896748
102.823707581	1259.7310791	-0.448360443115
103.029304504	1260.10620117	-0.448744475842
103.220909119	1260.45581055	-0.449260443449
103.414543152	1260.80895996	-0.450063347816
103.590255737	1261.12939453	-0.450768709183
103.757873535	1261.43505859	-0.451365917921
103.985214233	1261.84912109	-0.451750457287
104.20009613	1262.24072266	-0.451853483915
104.360366821	1262.53308105	-0.451517492533
104.539710999	1262.86022949	-0.450620561838
104.690582275	1263.13562012	-0.449585139751
104.850997925	1263.42822266	-0.448142409325
105.098777771	1263.88012695	-0.44525796175
105.334396362	1264.30981445	-0.442209303379
105.488136292	1264.59008789	-0.440134346485
105.706016541	1264.98742676	-0.436966329813
105.866996765	1265.28088379	-0.434558659792
106.068717957	1265.64831543	-0.431616902351
106.329574585	1266.12304688	-0.426303386688
106.597496033	1266.61169434	-0.412701547146
106.831680298	1267.03894043	-0.399257779121
107.04499054	1267.42492676	-0.391884952784
107.254432678	1267.80505371	-0.390080422163
107.401367188	1268.07226562	-0.390867769718
107.577674866	1268.39465332	-0.392310768366
107.745483398	1268.70056152	-0.392951220274
107.939422607	1269.05285645	-0.391436040401
108.12538147	1269.38977051	-0.388453155756
108.293434143	1269.69506836	-0.386261940002
108.465484619	1270.00769043	-0.39005368948
108.67590332	1270.39025879	-0.40113863349
108.831085205	1270.67321777	-0.398136556149
108.977600098	1270.93933105	-0.396002322435
109.156066895	1271.26330566	-0.3938331604
109.31867981	1271.55859375	-0.392275929451
109.478866577	1271.84936523	-0.39128446579
109.642471313	1272.14624023	-0.390681415796
109.823440552	1272.47497559	-0.390129983425
110.01007843	1272.81396484	-0.389513134956
110.203063965	1273.16455078	-0.388990551233
110.419723511	1273.55810547	-0.388390362263
110.569770813	1273.83044434	-0.387930572033
110.716491699	1274.09692383	-0.387451857328
110.925048828	1274.47546387	-0.386828958988
111.107826233	1274.80712891	-0.386328071356
111.287002563	1275.13232422	-0.385885417461
111.518440247	1275.55236816	-0.385560870171
111.708747864	1275.89794922	-0.381324410439
111.891181946	1276.22973633	-0.372327953577
112.077346802	1276.57250977	-0.361483842134
